Cell Internal Power (mW),Net Switching Power (mW),Clock_Network Switching Power,Sequential Leakage Power,Sequential Internal Power,Number of ports,Cell Leakage Power (mW),Number of references,Number of sequential cells,Label
-0.12176896411256656,-0.6986743812629571,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.2276358472018982,-0.23756165075963742,1
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.4056098297045089,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.4943572086690516,-0.0556862811812442,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.6985018317149296,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.0809801194953288,-0.23756165075963742,1
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,-0.4079301069049714,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.641012936375621,-0.05677071694534024,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.35256341352067605,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.5209473026150366,-0.03988450290441617,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.4057549541588102,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.4943572086690516,-0.055531361786373336,1
-0.12176896411256656,-0.7949610285551392,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,0.9722000683966414,-0.33330183678983083,1
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.022038227110318498,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,1.6321508430762033,-0.06095354060685355,1
-0.12176896411256656,-0.34785543909767397,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.1543079833486134,-0.037715631376224086,1
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,3.2034942238068056,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08594090271309149,-0.04848997944757176,0.9722000683966414,0.6589568873580471,1
-0.12176896411256656,-0.8069915030030437,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.05439002554934369,-0.33887893500518185,1
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,3.1967590778725405,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08594090271309149,-0.04848997944757176,0.8988722045433568,0.6564781770401132,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.6985401125749225,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.2276358472018982,-0.23740673136476656,1
-0.12176896411256656,-0.4079301069049714,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.641012936375621,-0.05677071694534024,0
-0.12176896411256656,-0.822866061421574,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08172670747339605,-0.04848997944757176,-1.5209473026150366,-0.3077401366361384,0
-0.12176896411256656,-0.8205692098220025,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08172670747339605,-0.04848997944757176,-1.0809801194953288,-0.30665570087204236,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,-0.34760975596637655,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.1543079833486134,-0.037560711981353224,1
-0.12176896411256656,3.1814655886273346,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08594090271309149,-0.04848997944757176,0.7522164768367875,0.6501264818504079,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.35256341352067605,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.5209473026150366,-0.03988450290441617,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.4079301069049714,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.641012936375621,-0.05677071694534024,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,-0.820624060009455,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08172670747339605,-0.04848997944757176,-1.3009637110551828,-0.30650078147717147,1
-0.12176896411256656,-0.35256341352067605,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.5209473026150366,-0.03988450290441617,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.3494638065734933,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.2276358472018982,-0.03864514774544926,1
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,-0.4058995072569922,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.10339971156325829,-0.04848997944757176,-0.4210293448157669,-0.05599611997098593,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.015575046688837926,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,1.1188557961032108,-0.06265765395043303,1
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.8209451621484994,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08172670747339605,-0.04848997944757176,-1.1543079833486134,-0.3068106202669132,1
-0.12176896411256656,-0.3500511606641299,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.2276358472018982,-0.0384902283505784,1
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,2.9989453049619894,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.026340141465970364,-0.04848997944757176,-0.8609965279354749,0.42642287565688164,0
-0.12176896411256656,-0.3473897838604474,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.2276358472018982,-0.037560711981353224,1
-0.12176896411256656,0.029840666275429726,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,1.925462298489342,-0.056925636340211104,1
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,-0.35029570108318875,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17474001669238812,-0.04848997944757176,-1.2276358472018982,-0.038800067140320124,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,-0.7008746736783675,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.17233190512684787,-0.04848997944757176,-1.5209473026150366,-0.23849116712886262,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.11266730610922793,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12447068776173545,-0.04848997944757176,1.1921836599564954,0.04005390484894917,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.12169016194515628,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12447068776173545,-0.04848997944757176,1.8521344346360573,0.043152292746366436,1
-0.12176896411256656,-0.822866061421574,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.08172670747339605,-0.04848997944757176,-1.5209473026150366,-0.3077401366361384,0
-0.12176896411256656,-0.800152370255066,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,0.3855771575703642,-0.33593546650263545,1
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
5.8043670887423575,-0.7505775138520779,-0.04864466760357779,0.20135840990758128,0.2448385547666349,8.060098495618181,0.36846446155683454,-1.5209473026150366,0.6606610007016266,1
-0.12176896411256656,0.00883761533009525,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.12838386905573834,-0.04848997944757176,0.5322328852769336,-0.06591096124272117,0
-0.12176896411256656,-0.8091855105011416,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.18617854662870428,-0.04848997944757176,-0.4943572086690516,-0.3399633707692779,0
-0.12176896411256656,0.05173903225970162,-0.04864466760357779,-0.05880169338156562,-0.0549429889489556,-0.11905243673926989,-0.04848997944757176,0.8988722045433568,-0.0800086261759697,0
